Date,Total Coronavirus Currently Infected
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,1
2020-02-28,2
2020-02-29,7
2020-03-01,10
2020-03-02,18
2020-03-03,23
2020-03-04,38
2020-03-05,82
2020-03-06,127
2020-03-07,187
2020-03-08,262
2020-03-09,317
2020-03-10,378
2020-03-11,498
2020-03-12,607
2020-03-13,792
2020-03-14,945
2020-03-15,1113
2020-03-16,1387
2020-03-17,1660
2020-03-18,1991
2020-03-19,2382
2020-03-20,2886
2020-03-21,3493
2020-03-22,4023
2020-03-23,4534
2020-03-24,5282
2020-03-25,6053
2020-03-26,6994
2020-03-27,8054
2020-03-28,9120
2020-03-29,9845
2020-03-30,10636
2020-03-31,11306
2020-04-01,12191
2020-04-02,13108
2020-04-03,13986
2020-04-04,14726
2020-04-05,15835
2020-04-06,16686
2020-04-07,17229
2020-04-08,18051
2020-04-09,19116
2020-04-10,20336
2020-04-11,21520
2020-04-12,22600
2020-04-13,23478
2020-04-14,24224
2020-04-15,24769
2020-04-16,25649
2020-04-17,26740
2020-04-18,27738
2020-04-19,28721
2020-04-20,29404
2020-04-21,29968
2020-04-22,30538
2020-04-23,31302
2020-04-24,31996
2020-04-25,32531
2020-04-26,33120
2020-04-27,33477
2020-04-28,33600
2020-04-29,33841
2020-04-30,34271
2020-05-01,34648
2020-05-02,34999
2020-05-03,35265
2020-05-04,35438
2020-05-05,35669
2020-05-06,35865
2020-05-07,36236
2020-05-08,36484
2020-05-09,36710
2020-05-10,36937
2020-05-11,37082
2020-05-12,37224
2020-05-13,37399
