Date,Total Coronavirus Currently Infected
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,5
2020-02-25,11
2020-02-26,26
2020-02-27,43
2020-02-28,45
2020-02-29,45
2020-03-01,46
2020-03-02,56
2020-03-03,56
2020-03-04,56
2020-03-05,58
2020-03-06,57
2020-03-07,60
2020-03-08,63
2020-03-09,64
2020-03-10,68
2020-03-11,69
2020-03-12,75
2020-03-13,95
2020-03-14,97
2020-03-15,103
2020-03-16,114
2020-03-17,118
2020-03-18,127
2020-03-19,130
2020-03-20,137
2020-03-21,149
2020-03-22,158
2020-03-23,159
2020-03-24,152
2020-03-25,152
2020-03-26,159
2020-03-27,168
2020-03-28,171
2020-03-29,188
2020-03-30,194
2020-03-31,216
2020-04-01,237
2020-04-02,261
2020-04-03,335
2020-04-04,385
2020-04-05,456
2020-04-06,561
2020-04-07,637
2020-04-08,743
2020-04-09,798
2020-04-10,869
2020-04-11,1020
2020-04-12,1091
2020-04-13,1148
2020-04-14,1176
2020-04-15,1196
2020-04-16,1296
2020-04-17,1395
2020-04-18,1465
2020-04-19,1603
2020-04-20,1619
2020-04-21,1657
2020-04-22,1792
2020-04-23,1887
2020-04-24,1986
2020-04-25,2217
2020-04-26,2249
2020-04-27,2254
2020-04-28,2241
2020-04-29,2327
2020-04-30,2459
2020-05-01,2745
2020-05-02,2883
2020-05-03,3169
2020-05-04,3291
2020-05-05,3732
2020-05-06,4028
2020-05-07,4142
2020-05-08,4695
2020-05-09,4952
2020-05-10,5901
2020-05-11,6314
2020-05-12,7101
2020-05-13,7683
2020-05-14,8436
2020-05-15,9124
2020-05-16,9852
2020-05-17,10645
2020-05-18,11234
2020-05-19,11962
2020-05-20,12559
2020-05-21,13275
2020-05-22,13911
2020-05-23,14569
2020-05-24,15029
2020-05-25,15181
2020-05-26,15097
2020-05-27,15146
2020-05-28,15229
2020-05-29,15717
2020-05-30,15831
2020-05-31,15445
2020-06-01,14643
2020-06-02,14142
2020-06-03,13379
2020-06-04,12462
2020-06-05,12123
2020-06-06,11595
2020-06-07,11379
2020-06-08,10999
2020-06-09,10705
2020-06-10,10260
2020-06-11,10016
2020-06-12,9619
2020-06-13,9295
2020-06-14,8865
2020-06-15,8602
2020-06-16,8449
2020-06-17,8331
2020-06-18,8254
2020-06-19,8175
2020-06-20,8100
2020-06-21,8084
2020-06-22,8191
2020-06-23,8395
2020-06-24,8733
2020-06-25,9082
2020-06-26,9393
2020-06-27,9461
