Date,Total Coronavirus Cases
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,2
2020-02-25,4
2020-02-26,4
2020-02-27,6
2020-02-28,6
2020-02-29,6
2020-03-01,6
2020-03-02,6
2020-03-03,12
2020-03-04,15
2020-03-05,16
2020-03-06,16
2020-03-07,16
2020-03-08,16
2020-03-09,18
2020-03-10,18
2020-03-11,18
2020-03-12,18
2020-03-13,19
2020-03-14,20
2020-03-15,22
2020-03-16,24
2020-03-17,33
2020-03-18,39
2020-03-19,48
2020-03-20,48
2020-03-21,52
2020-03-22,55
2020-03-23,66
2020-03-24,84
2020-03-25,99
2020-03-26,109
2020-03-27,131
2020-03-28,152
2020-03-29,167
2020-03-30,179
2020-03-31,192
2020-04-01,210
2020-04-02,231
2020-04-03,252
2020-04-04,277
2020-04-05,298
2020-04-06,331
2020-04-07,371
2020-04-08,419
2020-04-09,457
2020-04-10,484
2020-04-11,546
2020-04-12,599
2020-04-13,727
2020-04-14,813
2020-04-15,910
2020-04-16,1019
2020-04-17,1069
2020-04-18,1180
2020-04-19,1266
2020-04-20,1410
2020-04-21,1508
2020-04-22,1614
2020-04-23,1716
2020-04-24,1790
2020-04-25,1905
2020-04-26,1998
2020-04-27,2049
2020-04-28,2131
2020-04-29,2274
2020-04-30,2348
2020-05-01,2447
2020-05-02,2483
2020-05-03,2568
2020-05-04,2637
2020-05-05,2735
2020-05-06,2903
2020-05-07,2958
2020-05-08,3112
2020-05-09,3224
2020-05-10,3399
2020-05-11,3573
2020-05-12,3721
2020-05-13,4019
2020-05-14,4341
2020-05-15,4625
2020-05-16,5029
2020-05-17,5186
2020-05-18,5379
2020-05-19,5671
2020-05-20,6043
2020-05-21,6370
2020-05-22,6794
2020-05-23,7257
2020-05-24,7770
2020-05-25,7770
2020-05-26,8118
2020-05-27,8373
2020-05-28,9009
2020-05-29,9820
2020-05-30,10423
2020-05-31,11437
2020-06-01,12223
2020-06-02,12799
2020-06-03,13538
2020-06-04,14316
2020-06-05,15086
2020-06-06,16016
2020-06-07,16882
2020-06-08,17486
2020-06-09,18198
2020-06-10,18887
2020-06-11,19954
2020-06-12,21071
2020-06-13,22077
2020-06-14,23481
2020-06-15,24524
2020-06-16,25269
2020-06-17,26079
2020-06-18,26818
2020-06-19,27670
2020-06-20,28566
2020-06-21,29471
2020-06-22,31076
2020-06-23,32394
2020-06-24,33536
2020-06-25,34902
2020-06-26,36034
2020-06-27,36953
