Date,Total Coronavirus Deaths
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,1
2020-03-04,2
2020-03-05,3
2020-03-06,8
2020-03-07,10
2020-03-08,17
2020-03-09,30
2020-03-10,36
2020-03-11,55
2020-03-12,86
2020-03-13,133
2020-03-14,196
2020-03-15,294
2020-03-16,342
2020-03-17,533
2020-03-18,638
2020-03-19,831
2020-03-20,1093
2020-03-21,1381
2020-03-22,1772
2020-03-23,2311
2020-03-24,2991
2020-03-25,3647
2020-03-26,4365
2020-03-27,5138
2020-03-28,5982
2020-03-29,6803
2020-03-30,7716
2020-03-31,8464
2020-04-01,9387
2020-04-02,10348
2020-04-03,11198
2020-04-04,11947
2020-04-05,12641
2020-04-06,13341
2020-04-07,14045
2020-04-08,14792
2020-04-09,15447
2020-04-10,16081
2020-04-11,16606
2020-04-12,17209
2020-04-13,17756
2020-04-14,18255
2020-04-15,18812
2020-04-16,19130
2020-04-17,19478
2020-04-18,20043
2020-04-19,20453
2020-04-20,20852
2020-04-21,21282
2020-04-22,21717
2020-04-23,22157
2020-04-24,22524
2020-04-25,22902
2020-04-26,23190
2020-04-27,23521
2020-04-28,23822
2020-04-29,24275
2020-04-30,24543
2020-05-01,24824
2020-05-02,25100
2020-05-03,25264
2020-05-04,25428
2020-05-05,25613
2020-05-06,25857
2020-05-07,26070
2020-05-08,26299
2020-05-09,26478
2020-05-10,26621
2020-05-11,26744
2020-05-12,26856
2020-05-13,26966
2020-05-14,27098
2020-05-15,27194
2020-05-16,27256
2020-05-17,27308
2020-05-18,27343
2020-05-19,27384
2020-05-20,27450
2020-05-21,27502
2020-05-22,27572
2020-05-23,27622
2020-05-24,27696
2020-05-25,27768
2020-05-26,27843
2020-05-27,27885
2020-05-28,27922
2020-05-29,27952
2020-05-30,27990
2020-05-31,28030
2020-06-01,28058
2020-06-02,28078
2020-06-03,28108
2020-06-04,28133
2020-06-05,28163
2020-06-06,28178
2020-06-07,28197
2020-06-08,28209
2020-06-09,28226
2020-06-10,28236
2020-06-11,28259
2020-06-12,28275
2020-06-13,28284
2020-06-14,28291
2020-06-15,28299
2020-06-16,28306
2020-06-17,28312
2020-06-18,28315
2020-06-19,28315
2020-06-20,28322
2020-06-21,28323
2020-06-22,28324
2020-06-23,28325
2020-06-24,28327
2020-06-25,28330
2020-06-26,28338
2020-06-27,28341
