Date,Novel Coronavirus Daily Deaths
2020-02-15,
2020-02-16,
2020-02-17,
2020-02-18,
2020-02-19,
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-02-29,0.0
2020-03-01,0.0
2020-03-02,0.0
2020-03-03,1.0
2020-03-04,1.0
2020-03-05,1.0
2020-03-06,5.0
2020-03-07,2.0
2020-03-08,7.0
2020-03-09,13.0
2020-03-10,6.0
2020-03-11,19.0
2020-03-12,31.0
2020-03-13,47.0
2020-03-14,63.0
2020-03-15,98.0
2020-03-16,48.0
2020-03-17,191.0
2020-03-18,105.0
2020-03-19,193.0
2020-03-20,262.0
2020-03-21,288.0
2020-03-22,391.0
2020-03-23,539.0
2020-03-24,680.0
2020-03-25,656.0
2020-03-26,718.0
2020-03-27,773.0
2020-03-28,844.0
2020-03-29,821.0
2020-03-30,913.0
2020-03-31,748.0
2020-04-01,923.0
2020-04-02,961.0
2020-04-03,850.0
2020-04-04,749.0
2020-04-05,694.0
2020-04-06,700.0
2020-04-07,704.0
2020-04-08,747.0
2020-04-09,655.0
2020-04-10,634.0
2020-04-11,525.0
2020-04-12,603.0
2020-04-13,547.0
2020-04-14,499.0
2020-04-15,557.0
2020-04-16,318.0
2020-04-17,348.0
2020-04-18,565.0
2020-04-19,410.0
2020-04-20,399.0
2020-04-21,430.0
2020-04-22,435.0
2020-04-23,440.0
2020-04-24,367.0
2020-04-25,378.0
2020-04-26,288.0
2020-04-27,331.0
2020-04-28,301.0
2020-04-29,453.0
2020-04-30,268.0
2020-05-01,281.0
2020-05-02,276.0
2020-05-03,164.0
2020-05-04,164.0
2020-05-05,185.0
2020-05-06,244.0
2020-05-07,213.0
2020-05-08,229.0
2020-05-09,179.0
2020-05-10,143.0
2020-05-11,123.0
2020-05-12,112.0
2020-05-13,110.0
2020-05-14,132.0
2020-05-15,96.0
2020-05-16,62.0
2020-05-17,52.0
2020-05-18,35.0
2020-05-19,41.0
2020-05-20,66.0
2020-05-21,52.0
2020-05-22,70.0
2020-05-23,50.0
2020-05-24,74.0
2020-05-25,72.0
2020-05-26,75.0
2020-05-27,42.0
2020-05-28,37.0
2020-05-29,30.0
2020-05-30,38.0
2020-05-31,40.0
2020-06-01,28.0
2020-06-02,20.0
2020-06-03,30.0
2020-06-04,25.0
2020-06-05,30.0
2020-06-06,15.0
2020-06-07,19.0
2020-06-08,12.0
2020-06-09,17.0
2020-06-10,10.0
2020-06-11,23.0
2020-06-12,16.0
2020-06-13,9.0
2020-06-14,7.0
2020-06-15,8.0
2020-06-16,7.0
2020-06-17,6.0
2020-06-18,3.0
2020-06-19,0.0
2020-06-20,7.0
2020-06-21,1.0
