Date,Total Coronavirus Deaths
2020-01-22,17
2020-01-23,25
2020-01-24,41
2020-01-25,56
2020-01-26,80
2020-01-27,106
2020-01-28,132
2020-01-29,170
2020-01-30,213
2020-01-31,259
2020-02-01,304
2020-02-02,361
2020-02-03,425
2020-02-04,490
2020-02-05,563
2020-02-06,636
2020-02-07,722
2020-02-08,811
2020-02-09,908
2020-02-10,1016
2020-02-11,1113
2020-02-12,1259
2020-02-13,1380
2020-02-14,1523
2020-02-15,1665
2020-02-16,1770
2020-02-17,1868
2020-02-18,2004
2020-02-19,2118
2020-02-20,2236
2020-02-21,2345
2020-02-22,2442
2020-02-23,2592
2020-02-24,2663
2020-02-25,2715
2020-02-26,2744
2020-02-27,2788
2020-02-28,2835
2020-02-29,2870
2020-03-01,2912
2020-03-02,2943
2020-03-03,2981
2020-03-04,3012
2020-03-05,3042
2020-03-06,3070
2020-03-07,3097
2020-03-08,3119
2020-03-09,3136
2020-03-10,3158
2020-03-11,3169
2020-03-12,3176
2020-03-13,3189
2020-03-14,3199
2020-03-15,3213
2020-03-16,3226
2020-03-17,3237
2020-03-18,3245
2020-03-19,3248
2020-03-20,3255
2020-03-21,3261
2020-03-22,3270
2020-03-23,3277
2020-03-24,3281
2020-03-25,3287
2020-03-26,3292
2020-03-27,3295
2020-03-28,3300
2020-03-29,3300
2020-03-30,3305
2020-03-31,3312
2020-04-01,3318
2020-04-02,3322
2020-04-03,3326
2020-04-04,3329
2020-04-05,3331
2020-04-06,3331
2020-04-07,3333
2020-04-08,3335
2020-04-09,3336
2020-04-10,3339
2020-04-11,3339
2020-04-12,3341
2020-04-13,3341
2020-04-14,3342
2020-04-15,3342
2020-04-16,3342
2020-04-17,4632
2020-04-18,4632
2020-04-19,4632
2020-04-20,4632
2020-04-21,4632
2020-04-22,4632
2020-04-23,4632
2020-04-24,4632
2020-04-25,4632
2020-04-26,4632
2020-04-27,4633
2020-04-28,4633
2020-04-29,4633
2020-04-30,4633
2020-05-01,4633
2020-05-02,4633
2020-05-03,4633
2020-05-04,4633
2020-05-05,4633
2020-05-06,4633
2020-05-07,4633
2020-05-08,4633
2020-05-09,4633
2020-05-10,4633
2020-05-11,4633
2020-05-12,4633
2020-05-13,4633
