Date,Novel Coronavirus Daily Deaths
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,1
2020-02-21,1
2020-02-22,0
2020-02-23,4
2020-02-24,2
2020-02-25,3
2020-02-26,1
2020-02-27,1
2020-02-28,3
2020-02-29,1
2020-03-01,4
2020-03-02,7
2020-03-03,4
2020-03-04,3
2020-03-05,7
2020-03-06,1
2020-03-07,5
2020-03-08,2
2020-03-09,3
2020-03-10,7
2020-03-11,0
2020-03-12,6
2020-03-13,1
2020-03-14,5
2020-03-15,3
2020-03-16,0
2020-03-17,6
2020-03-18,3
2020-03-19,7
2020-03-20,3
2020-03-21,8
2020-03-22,2
2020-03-23,7
2020-03-24,9
2020-03-25,6
2020-03-26,5
2020-03-27,8
2020-03-28,5
2020-03-29,8
2020-03-30,6
2020-03-31,4
2020-04-01,3
2020-04-02,4
2020-04-03,5
2020-04-04,3
2020-04-05,6
2020-04-06,3
2020-04-07,6
2020-04-08,8
2020-04-09,4
2020-04-10,4
2020-04-11,3
2020-04-12,3
2020-04-13,3
2020-04-14,5
2020-04-15,3
2020-04-16,4
2020-04-17,1
2020-04-18,2
2020-04-19,2
2020-04-20,2
2020-04-21,1
2020-04-22,1
2020-04-23,2
2020-04-24,0
2020-04-25,0
2020-04-26,2
