Date,Total Coronavirus Currently Infected
2020-02-15,19
2020-02-16,20
2020-02-17,20
2020-02-18,19
2020-02-19,42
2020-02-20,94
2020-02-21,190
2020-02-22,416
2020-02-23,578
2020-02-24,803
2020-02-25,944
2020-02-26,1225
2020-02-27,1729
2020-02-28,2297
2020-02-29,3109
2020-03-01,3685
2020-03-02,4277
2020-03-03,5120
2020-03-04,5498
2020-03-05,6107
2020-03-06,6415
2020-03-07,6875
2020-03-08,7097
2020-03-09,7178
2020-03-10,7165
2020-03-11,7362
2020-03-12,7293
2020-03-13,7198
2020-03-14,7180
2020-03-15,7253
2020-03-16,7024
2020-03-17,6838
2020-03-18,6789
2020-03-19,6527
2020-03-20,6325
2020-03-21,6085
2020-03-22,5884
2020-03-23,5684
2020-03-24,5410
2020-03-25,5281
2020-03-26,4966
2020-03-27,4665
2020-03-28,4523
2020-03-29,4398
2020-03-30,4275
2020-03-31,4216
2020-04-01,4155
2020-04-02,3979
2020-04-03,3867
2020-04-04,3654
2020-04-05,3591
2020-04-06,3500
2020-04-07,3445
2020-04-08,3408
2020-04-09,3246
2020-04-10,3125
2020-04-11,3026
2020-04-12,2930
2020-04-13,2873
2020-04-14,2808
2020-04-15,2750
2020-04-16,2627
2020-04-17,2576
2020-04-18,2484
2020-04-19,2385
2020-04-20,2324
2020-04-21,2233
2020-04-22,2179
2020-04-23,2051
2020-04-24,1967
2020-04-25,1843
2020-04-26,1769
2020-04-27,1731
2020-04-28,1654
2020-04-29,1593
2020-04-30,1459
2020-05-01,1454
2020-05-02,1407
2020-05-03,1360
2020-05-04,1332
2020-05-05,1267
2020-05-06,1218
2020-05-07,1135
2020-05-08,1082
2020-05-09,1016
2020-05-10,1008
2020-05-11,1021
2020-05-12,1008
2020-05-13,1008
2020-05-14,969
2020-05-15,937
2020-05-16,924
2020-05-17,900
2020-05-18,898
2020-05-19,877
2020-05-20,781
2020-05-21,723
2020-05-22,716
2020-05-23,705
2020-05-24,711
2020-05-25,713
2020-05-26,681
2020-05-27,701
2020-05-28,735
2020-05-29,770
2020-05-30,774
2020-05-31,793
2020-06-01,810
2020-06-02,823
2020-06-03,850
2020-06-04,857
2020-06-05,889
2020-06-06,915
2020-06-07,951
2020-06-08,978
2020-06-09,989
2020-06-10,1015
2020-06-11,1017
2020-06-12,1057
2020-06-13,1083
2020-06-14,1090
2020-06-15,1114
2020-06-16,1117
2020-06-17,1145
2020-06-18,1177
2020-06-19,1191
2020-06-20,1237
2020-06-21,1273
2020-06-22,1277
2020-06-23,1295
2020-06-24,1324
2020-06-25,1307
2020-06-26,1148
2020-06-27,1054
