Date,Total Coronavirus Currently Infected
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,1
2020-03-03,2
2020-03-04,4
2020-03-05,4
2020-03-06,3
2020-03-07,3
2020-03-08,3
2020-03-09,3
2020-03-10,3
2020-03-11,3
2020-03-12,9
2020-03-13,19
2020-03-14,22
2020-03-15,22
2020-03-16,25
2020-03-17,25
2020-03-18,34
2020-03-19,34
2020-03-20,42
2020-03-21,51
2020-03-22,62
2020-03-23,71
2020-03-24,78
2020-03-25,90
2020-03-26,96
2020-03-27,108
2020-03-28,112
2020-03-29,115
2020-03-30,135
2020-03-31,135
2020-04-01,144
2020-04-02,139
2020-04-03,140
2020-04-04,145
2020-04-05,138
2020-04-06,132
2020-04-07,130
2020-04-08,129
2020-04-09,125
2020-04-10,126
2020-04-11,124
2020-04-12,107
2020-04-13,111
2020-04-14,114
2020-04-15,122
2020-04-16,139
2020-04-17,142
2020-04-18,136
2020-04-19,144
2020-04-20,137
2020-04-21,165
2020-04-22,183
2020-04-23,216
2020-04-24,276
2020-04-25,331
2020-04-26,379
2020-04-27,443
2020-04-28,518
2020-04-29,558
2020-04-30,590
2020-05-01,659
2020-05-02,738
2020-05-03,801
2020-05-04,846
2020-05-05,848
2020-05-06,928
2020-05-07,917
2020-05-08,927
2020-05-09,974
2020-05-10,1040
2020-05-11,1152
2020-05-12,1234
2020-05-13,1302
2020-05-14,1324
2020-05-15,1395
2020-05-16,1455
2020-05-17,1482
2020-05-18,1442
2020-05-19,1454
2020-05-20,1498
2020-05-21,1528
2020-05-22,1565
