Date,Total Coronavirus Cases
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,1
2020-02-26,1
2020-02-27,1
2020-02-28,1
2020-02-29,2
2020-03-01,2
2020-03-02,2
2020-03-03,2
2020-03-04,3
2020-03-05,8
2020-03-06,13
2020-03-07,19
2020-03-08,25
2020-03-09,25
2020-03-10,34
2020-03-11,52
2020-03-12,77
2020-03-13,151
2020-03-14,151
2020-03-15,200
2020-03-16,234
2020-03-17,346
2020-03-18,529
2020-03-19,640
2020-03-20,970
2020-03-21,1178
2020-03-22,1546
2020-03-23,1924
2020-03-24,2247
2020-03-25,2554
2020-03-26,2985
2020-03-27,3417
2020-03-28,3904
2020-03-29,4256
2020-03-30,4630
2020-03-31,5717
2020-04-01,6880
2020-04-02,8044
2020-04-03,9194
2020-04-04,10360
2020-04-05,11254
2020-04-06,12183
2020-04-07,14034
2020-04-08,16188
2020-04-09,18145
2020-04-10,19789
2020-04-11,20962
2020-04-12,22192
2020-04-13,23430
2020-04-14,25262
2020-04-15,28610
2020-04-16,30683
2020-04-17,33682
2020-04-18,36722
2020-04-19,38654
2020-04-20,40743
2020-04-21,43079
2020-04-22,45757
2020-04-23,49492
2020-04-24,52995
2020-04-25,59196
2020-04-26,62859
