Date,Total Coronavirus Currently Infected
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,1
2020-02-26,3
2020-02-27,3
2020-02-28,5
2020-02-29,6
2020-03-01,7
2020-03-02,8
2020-03-03,9
2020-03-04,10
2020-03-05,10
2020-03-06,11
2020-03-07,12
2020-03-08,12
2020-03-09,13
2020-03-10,15
2020-03-11,19
2020-03-12,26
2020-03-13,31
2020-03-14,37
2020-03-15,47
2020-03-16,54
2020-03-17,64
2020-03-18,84
2020-03-19,104
2020-03-20,124
2020-03-21,200
2020-03-22,248
2020-03-23,309
2020-03-24,376
2020-03-25,419
2020-03-26,470
2020-03-27,546
2020-03-28,607
2020-03-29,652
2020-03-30,717
2020-03-31,794
2020-04-01,884
2020-04-02,916
2020-04-03,979
2020-04-04,995
2020-04-05,1042
2020-04-06,1076
2020-04-07,1097
2020-04-08,1145
2020-04-09,1168
2020-04-10,1243
2020-04-11,1190
2020-04-12,1204
2020-04-13,1225
2020-04-14,1258
2020-04-15,1235
2020-04-16,1227
2020-04-17,1178
2020-04-18,1178
2020-04-19,1115
2020-04-20,1063
2020-04-21,1059
2020-04-22,1033
2020-04-23,1048
2020-04-24,976
2020-04-25,928
2020-04-26,872
2020-04-27,814
2020-04-28,752
2020-04-29,707
2020-04-30,659
2020-05-01,589
2020-05-02,548
2020-05-03,528
2020-05-04,499
2020-05-05,469
2020-05-06,433
2020-05-07,398
2020-05-08,386
2020-05-09,363
2020-05-10,333
2020-05-11,321
2020-05-12,308
2020-05-13,285
2020-05-14,277
2020-05-15,258
2020-05-16,216
2020-05-17,195
2020-05-18,187
2020-05-19,169
2020-05-20,160
2020-05-21,162
2020-05-22,133
2020-05-23,121
2020-05-24,118
2020-05-25,109
2020-05-26,97
2020-05-27,96
2020-05-28,92
2020-05-29,83
