Date,Percent (%)
2020-02-15,nan
2020-02-16,nan
2020-02-17,nan
2020-02-18,nan
2020-02-19,nan
2020-02-20,nan
2020-02-21,50
2020-02-22,50
2020-02-23,60
2020-02-24,77.78
2020-02-25,84.62
2020-02-26,80
2020-02-27,27.42
2020-02-28,31.34
2020-02-29,36.71
2020-03-01,33.06
2020-03-02,25.87
2020-03-03,33.05
2020-03-04,27.94
2020-03-05,26.33
2020-03-06,27.36
2020-03-07,28.35
2020-03-08,37.04
2020-03-09,39.01
2020-03-10,38.57
2020-03-11,44.15
2020-03-12,44.64
2020-03-13,46.77
2020-03-14,42.26
2020-03-15,43.6
2020-03-16,43.91
2020-03-17,45.91
2020-03-18,42.44
2020-03-19,43.32
2020-03-20,43.92
2020-03-21,44.19
2020-03-22,43.72
2020-03-23,44.89
2020-03-24,44.94
2020-03-25,44.4
2020-03-26,44.13
2020-03-27,45.39
2020-03-28,44.64
2020-03-29,45.18
2020-03-30,44.13
2020-03-31,44.04
2020-04-01,43.75
2020-04-02,43.13
2020-04-03,42.54
2020-04-04,42.16
2020-04-05,42.04
2020-04-06,41.89
2020-04-07,41.16
2020-04-08,39.92
2020-04-09,39.01
2020-04-10,38.14
2020-04-11,37.35
2020-04-12,36.68
2020-04-13,36.52
2020-04-14,36.11
2020-04-15,36.14
2020-04-16,35.48
2020-04-17,34.64
2020-04-18,33.98
2020-04-19,33.36
2020-04-20,32.94
2020-04-21,32.23
2020-04-22,31.41
2020-04-23,30.64
2020-04-24,29.94
2020-04-25,29.39
2020-04-26,29
2020-04-27,28.73
2020-04-28,28.32
2020-04-29,27.89
2020-04-30,26.83
2020-05-01,26.43
2020-05-02,26.34
2020-05-03,26.04
2020-05-04,25.89
2020-05-05,25.51
2020-05-06,24.07
2020-05-07,23.65
2020-05-08,23.29
2020-05-09,22.7
2020-05-10,22.44
2020-05-11,22.31
2020-05-12,22.01
2020-05-13,21.58
2020-05-14,21.32
2020-05-15,20.75
2020-05-16,20.48
2020-05-17,20.24
2020-05-18,20.02
2020-05-19,19.84
2020-05-20,19.57
2020-05-21,19.38
2020-05-22,19.19
2020-05-23,19.01
2020-05-24,18.86
2020-05-25,18.74
2020-05-26,18.49
2020-05-27,18.29
2020-05-28,17.97
2020-05-29,17.8
2020-05-30,17.58
2020-05-31,17.44
2020-06-01,17.39
2020-06-02,17.26
2020-06-03,17.21
2020-06-04,17.16
2020-06-05,17.04
2020-06-06,16.95
2020-06-07,16.91
2020-06-08,16.88
2020-06-09,16.74
2020-06-10,16.66
2020-06-11,16.57
2020-06-12,16.45
2020-06-13,16.34
2020-06-14,16.24
2020-06-15,16.2
2020-06-16,16.1
2020-06-17,16.05
2020-06-18,15.99
2020-06-19,15.91
2020-06-20,15.89
2020-06-21,15.87
2020-06-22,15.84
2020-06-23,15.76
2020-06-24,15.69
2020-06-25,15.66
2020-06-26,15.61
2020-06-27,15.55
