Date,Percent (%)
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-02-29,12.5
2020-03-01,10.0
2020-03-02,40.0
2020-03-03,50.0
2020-03-04,55.0
2020-03-05,57.14
2020-03-06,50.0
2020-03-07,55.88
2020-03-08,59.46
2020-03-09,63.41
2020-03-10,66.67
2020-03-11,71.7
2020-03-12,83.67
2020-03-13,84.21
2020-03-14,54.21
2020-03-15,54.89
2020-03-16,55.88
2020-03-17,53.07
2020-03-18,60.0
2020-03-19,68.29
2020-03-20,67.32
2020-03-21,68.25
2020-03-22,73.77
2020-03-23,69.6
2020-03-24,70.68
2020-03-25,75.28
2020-03-26,46.05
2020-03-27,45.23
2020-03-28,45.77
2020-03-29,41.47
2020-03-30,42.33
2020-03-31,41.41
2020-04-01,41.76
2020-04-02,42.0
2020-04-03,41.71
2020-04-04,41.08
2020-04-05,39.53
2020-04-06,40.17
2020-04-07,41.57
2020-04-08,42.16
2020-04-09,43.36
2020-04-10,44.72
2020-04-11,44.2
2020-04-12,44.2
2020-04-13,42.74
2020-04-14,43.72
2020-04-15,40.24
2020-04-16,37.83
2020-04-17,38.29
2020-04-18,36.41
2020-04-19,36.17
2020-04-20,36.68
2020-04-21,34.58
2020-04-22,35.12
2020-04-23,35.38
2020-04-24,31.14
2020-04-25,30.48
2020-04-26,30.68
2020-04-27,28.01
2020-04-28,28.34
2020-04-29,28.36
2020-04-30,28.36
2020-05-01,27.75
2020-05-02,26.87
2020-05-03,26.61
2020-05-04,25.95
2020-05-05,25.35
2020-05-06,24.88
2020-05-07,25.0
2020-05-08,24.79
2020-05-09,23.96
2020-05-10,23.8
2020-05-11,23.54
2020-05-12,21.79
2020-05-13,21.38
2020-05-14,21.27
2020-05-15,21.03
2020-05-16,20.66
2020-05-17,20.48
2020-05-18,20.17
2020-05-19,20.12
2020-05-20,19.96
2020-05-21,19.62
2020-05-22,17.97
2020-05-23,17.65
2020-05-24,17.53
2020-05-25,17.16
2020-05-26,16.77
2020-05-27,16.64
2020-05-28,16.51
2020-05-29,16.42
2020-05-30,16.14
2020-05-31,14.75
2020-06-01,14.51
2020-06-02,14.05
2020-06-03,13.43
2020-06-04,13.15
2020-06-05,13.02
2020-06-06,12.89
2020-06-07,12.78
2020-06-08,12.67
2020-06-09,12.56
2020-06-10,12.39
2020-06-11,12.37
2020-06-12,12.11
2020-06-13,12.02
2020-06-14,11.92
2020-06-15,11.72
2020-06-16,11.64
2020-06-17,11.53
2020-06-18,11.48
2020-06-19,11.27
2020-06-20,11.14
2020-06-21,11.09
