Date,Total Coronavirus Currently Infected
2020-02-15,12
2020-02-16,12
2020-02-17,12
2020-02-18,12
2020-02-19,12
2020-02-20,10
2020-02-21,29
2020-02-22,29
2020-02-23,28
2020-02-24,48
2020-02-25,51
2020-02-26,54
2020-02-27,54
2020-02-28,57
2020-02-29,60
2020-03-01,65
2020-03-02,85
2020-03-03,106
2020-03-04,138
2020-03-05,200
2020-03-06,289
2020-03-07,401
2020-03-08,504
2020-03-09,663
2020-03-10,949
2020-03-11,1248
2020-03-12,1581
2020-03-13,2126
2020-03-14,2664
2020-03-15,3484
2020-03-16,4434
2020-03-17,6129
2020-03-18,9032
2020-03-19,13548
2020-03-20,19092
2020-03-21,23870
2020-03-22,33150
2020-03-23,43199
2020-03-24,54044
2020-03-25,67231
2020-03-26,82872
2020-03-27,100548
2020-03-28,118766
2020-03-29,137133
2020-03-30,158563
2020-03-31,180900
2020-04-01,204966
2020-04-02,232646
2020-04-03,262257
2020-04-04,292687
2020-04-05,313879
2020-04-06,342203
2020-04-07,371824
2020-04-08,400987
2020-04-09,429785
2020-04-10,460252
2020-04-11,485427
2020-04-12,509285
2020-04-13,530230
2020-04-14,553052
2020-04-15,571061
2020-04-16,590041
2020-04-17,616864
2020-04-18,636301
2020-04-19,657926
2020-04-20,682903
2020-04-21,695770
2020-04-22,721847
2020-04-23,748724
2020-04-24,762609
2020-04-25,788233
2020-04-26,812967
2020-04-27,814571
2020-04-28,834262
2020-04-29,855128
2020-04-30,878843
2020-05-01,903714
2020-05-02,920012
2020-05-03,941262
2020-05-04,954887
2020-05-05,964736
2020-05-06,975312
2020-05-07,998445
2020-05-08,1019567
2020-05-09,1029194
