Date,Total Coronavirus Cases
2020-02-15,8
2020-02-16,9
2020-02-17,9
2020-02-18,9
2020-02-19,9
2020-02-20,9
2020-02-21,11
2020-02-22,13
2020-02-23,13
2020-02-24,13
2020-02-25,13
2020-02-26,13
2020-02-27,19
2020-02-28,19
2020-02-29,21
2020-03-01,21
2020-03-02,21
2020-03-03,27
2020-03-04,28
2020-03-05,28
2020-03-06,45
2020-03-07,45
2020-03-08,45
2020-03-09,59
2020-03-10,74
2020-03-11,74
2020-03-12,85
2020-03-13,85
2020-03-14,85
2020-03-15,98
2020-03-16,98
2020-03-17,113
2020-03-18,113
2020-03-19,140
2020-03-20,140
2020-03-21,153
2020-03-22,153
2020-03-23,198
2020-03-24,248
2020-03-25,333
2020-03-26,333
2020-03-27,405
2020-03-28,468
2020-03-29,570
2020-03-30,611
2020-03-31,664
2020-04-01,814
2020-04-02,1024
2020-04-03,1264
2020-04-04,1505
2020-04-05,1799
2020-04-06,2076
2020-04-07,2359
2020-04-08,2659
2020-04-09,2990
2020-04-10,3360
2020-04-11,3736
2020-04-12,4123
2020-04-13,4521
2020-04-14,4933
2020-04-15,5365
2020-04-16,5825
2020-04-17,6302
2020-04-18,6302
2020-04-19,6781
2020-04-20,7265
2020-04-21,7755
2020-04-22,8238
2020-04-23,8756
2020-04-24,9281
2020-04-25,9813
2020-04-26,10349
2020-04-27,10839
2020-04-28,11380
2020-04-29,11929
2020-04-30,12481
2020-05-01,13038
2020-05-02,13599
2020-05-03,14163
2020-05-04,14730
2020-05-05,15192
2020-05-06,15738
2020-05-07,16240
2020-05-08,16793
2020-05-09,17417
