Date,Total Coronavirus Currently Infected
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,3
2020-03-03,4
2020-03-04,26
2020-03-05,27
2020-03-06,28
2020-03-07,31
2020-03-08,37
2020-03-09,43
2020-03-10,58
2020-03-11,58
2020-03-12,69
2020-03-13,70
2020-03-14,88
2020-03-15,99
2020-03-16,114
2020-03-17,126
2020-03-18,152
2020-03-19,170
2020-03-20,221
2020-03-21,304
2020-03-22,365
2020-03-23,455
2020-03-24,486
2020-03-25,602
2020-03-26,662
2020-03-27,794
2020-03-28,879
2020-03-29,902
2020-03-30,1117
2020-03-31,1239
2020-04-01,1792
2020-04-02,2280
2020-04-03,2781
2020-04-04,3260
2020-04-05,3843
2020-04-06,4267
2020-04-07,4723
2020-04-08,5232
2020-04-09,5863
2020-04-10,6577
2020-04-11,7189
2020-04-12,7794
2020-04-13,8914
2020-04-14,9735
2020-04-15,10440
2020-04-16,11214
2020-04-17,11825
2020-04-18,13381
2020-04-19,14202
2020-04-20,14674
2020-04-21,15460
2020-04-22,16319
2020-04-23,17306
2020-04-24,18171
2020-04-25,19519
2020-04-26,20486
2020-04-27,21375
2020-04-28,22569
2020-04-29,23546
2020-04-30,24641
2020-05-01,26027
2020-05-02,27557
2020-05-03,29339
2020-05-04,32024
2020-05-05,33565
2020-05-06,35871
2020-05-07,37686
2020-05-08,39823
2020-05-09,41406
2020-05-10,43980
2020-05-11,45925
2020-05-12,47457
2020-05-13,49104
2020-05-14,51379
2020-05-15,52773
2020-05-16,53553
2020-05-17,55878
2020-05-18,57939
2020-05-19,60864
2020-05-20,63172
2020-05-21,66089
2020-05-22,69244
2020-05-23,73170
2020-05-24,76820
2020-05-25,80072
2020-05-26,82172
2020-05-27,85803
2020-05-28,89755
2020-05-29,85884
