Date,Total Coronavirus Currently Infected
2020-02-15,15
2020-02-16,14
2020-02-17,13
2020-02-18,11
2020-02-19,7
2020-02-20,5
2020-02-21,5
2020-02-22,5
2020-02-23,4
2020-02-24,5
2020-02-25,2
2020-02-26,2
2020-02-27,2
2020-02-28,5
2020-02-29,5
2020-03-01,7
2020-03-02,7
2020-03-03,14
2020-03-04,28
2020-03-05,33
2020-03-06,60
2020-03-07,70
2020-03-08,75
2020-03-09,93
2020-03-10,42
2020-03-11,123
2020-03-12,132
2020-03-13,165
2020-03-14,203
2020-03-15,386
2020-03-16,524
2020-03-17,622
2020-03-18,728
2020-03-19,823
2020-03-20,940
2020-03-21,1061
2020-03-22,1157
2020-03-23,1345
2020-03-24,1425
2020-03-25,1577
2020-03-26,1793
2020-03-27,1876
2020-03-28,1973
2020-03-29,2047
2020-03-30,2110
2020-03-31,2186
2020-04-01,2218
2020-04-02,2299
2020-04-03,2453
2020-04-04,2511
2020-04-05,2596
2020-04-06,2490
2020-04-07,2579
2020-04-08,2567
2020-04-09,2553
2020-04-10,2446
2020-04-11,2462
2020-04-12,2499
2020-04-13,2464
2020-04-14,2427
2020-04-15,2342
2020-04-16,2332
2020-04-17,2198
2020-04-18,2115
2020-04-19,2103
2020-04-20,2041
2020-04-21,2041
2020-04-22,1987
2020-04-23,1966
2020-04-24,1932
2020-04-25,1882
2020-04-26,1820
2020-04-27,1764
2020-04-28,1719
2020-04-29,1758
2020-04-30,1729
2020-05-01,1758
2020-05-02,1747
2020-05-03,1780
2020-05-04,1764
2020-05-05,1710
2020-05-06,1619
2020-05-07,1584
2020-05-08,1564
2020-05-09,1552
2020-05-10,1523
2020-05-11,1504
2020-05-12,1410
2020-05-13,1387
2020-05-14,1356
2020-05-15,1304
2020-05-16,1247
2020-05-17,1210
2020-05-18,1213
2020-05-19,1218
2020-05-20,1189
2020-05-21,1149
2020-05-22,1163
2020-05-23,1158
2020-05-24,1185
2020-05-25,1323
2020-05-26,1448
2020-05-27,1421
2020-05-28,1345
2020-05-29,1382
2020-05-30,1317
2020-05-31,1351
2020-06-01,1338
2020-06-02,1292
2020-06-03,1324
2020-06-04,1573
2020-06-05,1540
2020-06-06,1551
2020-06-07,1531
2020-06-08,1518
2020-06-09,1244
2020-06-10,1206
2020-06-11,1186
2020-06-12,1115
2020-06-13,1014
2020-06-14,986
2020-06-15,973
2020-06-16,651
2020-06-17,521
2020-06-18,408
2020-06-19,344
2020-06-20,289
2020-06-21,295
2020-06-22,289
2020-06-23,283
2020-06-24,244
2020-06-25,208
2020-06-26,191
2020-06-27,187
