Date,Total Coronavirus Cases
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,1
2020-02-22,1
2020-02-23,2
2020-02-24,2
2020-02-25,2
2020-02-26,2
2020-02-27,3
2020-02-28,7
2020-02-29,7
2020-03-01,10
2020-03-02,12
2020-03-03,12
2020-03-04,15
2020-03-05,17
2020-03-06,21
2020-03-07,25
2020-03-08,39
2020-03-09,50
2020-03-10,75
2020-03-11,97
2020-03-12,109
2020-03-13,143
2020-03-14,193
2020-03-15,213
2020-03-16,298
2020-03-17,337
2020-03-18,433
2020-03-19,677
2020-03-20,705
2020-03-21,883
2020-03-22,1071
2020-03-23,1442
2020-03-24,1930
2020-03-25,2369
2020-03-26,2693
2020-03-27,3035
2020-03-28,3619
2020-03-29,4247
2020-03-30,4695
2020-03-31,5358
2020-04-01,6092
2020-04-02,6857
2020-04-03,7428
2020-04-04,7851
2020-04-05,8430
2020-04-06,8904
2020-04-07,9248
2020-04-08,9404
2020-04-09,9968
2020-04-10,10408
2020-04-11,10743
2020-04-12,11145
2020-04-13,11586
2020-04-14,12046
2020-04-15,12501
2020-04-16,12758
2020-04-17,12982
2020-04-18,13265
2020-04-19,13491
2020-04-20,13713
2020-04-21,13942
2020-04-22,14498
2020-04-23,14803
2020-04-24,15058
2020-04-25,15298
2020-04-26,15443
2020-04-27,15555
2020-04-28,15728
2020-04-29,15834
2020-04-30,15946
2020-05-01,16101
2020-05-02,16185
2020-05-03,16208
2020-05-04,16246
2020-05-05,16289
2020-05-06,16310
2020-05-07,16381
2020-05-08,16436
2020-05-09,16454
2020-05-10,16477
2020-05-11,16506
2020-05-12,16529
2020-05-13,16548
2020-05-14,16579
2020-05-15,16589
2020-05-16,16607
2020-05-17,16617
2020-05-18,16643
2020-05-19,16659
2020-05-20,16667
2020-05-21,16683
2020-05-22,16690
