Date,Total Coronavirus Currently Infected
2020-02-15,13
2020-02-16,13
2020-02-17,9
2020-02-18,7
2020-02-19,7
2020-02-20,3
2020-02-21,2
2020-02-22,2
2020-02-23,2
2020-02-24,2
2020-02-25,3
2020-02-26,11
2020-02-27,32
2020-02-28,58
2020-02-29,63
2020-03-01,114
2020-03-02,149
2020-03-03,187
2020-03-04,246
2020-03-05,528
2020-03-06,652
2020-03-07,782
2020-03-08,1022
2020-03-09,1204
2020-03-10,1545
2020-03-11,1938
2020-03-12,2714
2020-03-13,3621
2020-03-14,4544
2020-03-15,5754
2020-03-16,7188
2020-03-17,9274
2020-03-18,12194
2020-03-19,15161
2020-03-20,19600
2020-03-21,22071
2020-03-22,24513
2020-03-23,28480
2020-03-24,29542
2020-03-25,33570
2020-03-26,37998
2020-03-27,43862
2020-03-28,48781
2020-03-29,52683
2020-03-30,52740
2020-03-31,54933
2020-04-01,58350
2020-04-02,61247
2020-04-03,65309
2020-04-04,68248
2020-04-05,69839
2020-04-06,72865
2020-04-07,69566
2020-04-08,64647
2020-04-09,63221
2020-04-10,65522
2020-04-11,65181
2020-04-12,64532
2020-04-13,62578
2020-04-14,60515
2020-04-15,58349
2020-04-16,56646
2020-04-17,53931
2020-04-18,53786
2020-04-19,53100
2020-04-20,50703
2020-04-21,48167
2020-04-22,45933
2020-04-23,44254
2020-04-24,42439
2020-04-25,40836
2020-04-26,39794
2020-04-27,38132
2020-04-28,36198
2020-04-29,34672
2020-04-30,32886
2020-05-01,30441
2020-05-02,29155
2020-05-03,28198
2020-05-04,26459
2020-05-05,24914
2020-05-06,23191
2020-05-07,22138
2020-05-08,21378
2020-05-09,20475
