Date,Total Coronavirus Currently Infected
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,1
2020-03-01,6
2020-03-02,6
2020-03-03,7
2020-03-04,10
2020-03-05,13
2020-03-06,13
2020-03-07,14
2020-03-08,14
2020-03-09,15
2020-03-10,17
2020-03-11,17
2020-03-12,17
2020-03-13,22
2020-03-14,26
2020-03-15,35
2020-03-16,56
2020-03-17,109
2020-03-18,164
2020-03-19,256
2020-03-20,416
2020-03-21,522
2020-03-22,772
2020-03-23,960
2020-03-24,1052
2020-03-25,1179
2020-03-26,1366
2020-03-27,1583
2020-03-28,1772
2020-03-29,1863
2020-03-30,1901
2020-03-31,2165
2020-04-01,2602
2020-04-02,2978
2020-04-03,3158
2020-04-04,3193
2020-04-05,3366
2020-04-06,3456
2020-04-07,3635
2020-04-08,4068
2020-04-09,4354
2020-04-10,6496
2020-04-11,6531
2020-04-12,6632
2020-04-13,6577
2020-04-14,6538
2020-04-15,6690
2020-04-16,6984
2020-04-17,7191
2020-04-18,7558
2020-04-19,7933
2020-04-20,8471
2020-04-21,8671
2020-04-22,9051
2020-04-23,9295
2020-04-24,16836
2020-04-25,16836
2020-04-26,16836
2020-04-27,17079
2020-04-28,17889
2020-04-29,18294
2020-04-30,18535
2020-05-01,19419
2020-05-02,20020
2020-05-03,20733
2020-05-04,22938
2020-05-05,22938
2020-05-06,22889
2020-05-07,23731
2020-05-08,23681
2020-05-09,23921
