Date,Total Coronavirus Currently Infected
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,1
2020-02-26,1
2020-02-27,8
2020-02-28,15
2020-02-29,19
2020-03-01,23
2020-03-02,29
2020-03-03,56
2020-03-04,90
2020-03-05,116
2020-03-06,210
2020-03-07,264
2020-03-08,327
2020-03-09,369
2020-03-10,491
2020-03-11,644
2020-03-12,857
2020-03-13,1124
2020-03-14,1358
2020-03-15,2199
2020-03-16,2330
2020-03-17,2700
2020-03-18,3067
2020-03-19,4164
2020-03-20,5544
2020-03-21,6652
2020-03-22,7245
2020-03-23,8544
2020-03-24,9624
2020-03-25,10613
2020-03-26,11488
2020-03-27,11167
2020-03-28,12282
2020-03-29,12934
2020-03-30,13740
2020-03-31,14349
2020-04-01,14313
2020-04-02,14278
2020-04-03,14169
2020-04-04,13424
2020-04-05,13970
2020-04-06,12836
2020-04-07,12728
2020-04-08,12585
2020-04-09,12503
2020-04-10,12449
2020-04-11,11971
2020-04-12,11609
2020-04-13,10850
2020-04-14,11062
2020-04-15,9697
2020-04-16,9551
2020-04-17,9351
2020-04-18,8936
2020-04-19,8547
2020-04-20,7915
2020-04-21,7185
2020-04-22,6859
2020-04-23,6347
2020-04-24,6088
2020-04-25,5995
2020-04-26,5651
